id_date,label_publishedDate,label_year,label_month,label_monthName,label_decade
4771,2014-03-24,2014,3,March,2010
4777,2014-05-28,2014,5,May,2010
4785,2014-09-23,2014,9,September,2010
4808,2014-04-12,2014,4,April,2010
4862,2014-10-11,2014,10,October,2010
4895,2014-02-07,2014,2,February,2010
4897,2014-09-07,2014,9,September,2010
4934,2014-06-11,2014,6,June,2010
4946,2014-06-21,2014,6,June,2010
5041,2014-12-05,2014,12,December,2010
5083,2014-02-17,2014,2,February,2010
5096,2014-11-14,2014,11,November,2010
5160,2014-02-25,2014,2,February,2010
5176,2014-07-18,2014,7,July,2010
5179,2014-09-25,2014,9,September,2010
5198,2014-04-28,2014,4,April,2010
5217,2014-09-06,2014,9,September,2010
5220,2014-08-22,2014,8,August,2010
5261,2014-02-15,2014,2,February,2010
5272,2014-09-15,2014,9,September,2010
5282,2014-08-06,2014,8,August,2010
5312,2014-01-13,2014,1,January,2010
5327,2014-06-10,2014,6,June,2010
5361,2014-05-18,2014,5,May,2010
5367,2014-10-09,2014,10,October,2010
5370,2014-07-06,2014,7,July,2010
5396,2014-02-09,2014,2,February,2010
5445,2014-09-05,2014,9,September,2010
5449,2014-11-29,2014,11,November,2010
5464,2014-05-23,2014,5,May,2010
5556,2014-09-28,2014,9,September,2010
5572,2014-03-04,2014,3,March,2010
5575,2014-03-02,2014,3,March,2010
5599,2014-09-30,2014,9,September,2010
5662,2014-01-10,2014,1,January,2010
5669,2014-07-13,2014,7,July,2010
5696,2014-11-04,2014,11,November,2010
5727,2014-01-21,2014,1,January,2010
5749,2014-08-12,2014,8,August,2010
5850,2014-06-09,2014,6,June,2010
5864,2014-01-19,2014,1,January,2010
5868,2014-11-06,2014,11,November,2010
5877,2014-12-04,2014,12,December,2010
5898,2014-08-19,2014,8,August,2010
5900,2014-06-07,2014,6,June,2010
5902,2014-04-06,2014,4,April,2010
5946,2014-04-08,2014,4,April,2010
5961,2014-12-02,2014,12,December,2010
5972,2014-12-29,2014,12,December,2010
5992,2014-07-04,2014,7,July,2010
6010,2014-03-29,2014,3,March,2010
6025,2014-03-27,2014,3,March,2010
6030,2014-09-03,2014,9,September,2010
6056,2014-02-20,2014,2,February,2010
6063,2014-05-16,2014,5,May,2010
6126,2014-07-15,2014,7,July,2010
6127,2014-08-21,2014,8,August,2010
6133,2014-06-02,2014,6,June,2010
6150,2014-10-07,2014,10,October,2010
6159,2014-08-10,2014,8,August,2010
6166,2014-01-12,2014,1,January,2010
6180,2014-05-25,2014,5,May,2010
6186,2014-02-11,2014,2,February,2010
6237,2014-02-18,2014,2,February,2010
6250,2014-10-06,2014,10,October,2010
6262,2014-02-19,2014,2,February,2010
6268,2014-03-28,2014,3,March,2010
6302,2014-09-04,2014,9,September,2010
6339,2014-03-10,2014,3,March,2010
6391,2014-02-01,2014,2,February,2010
6450,2014-09-11,2014,9,September,2010
6487,2014-03-03,2014,3,March,2010
6518,2014-06-26,2014,6,June,2010
6523,2014-09-29,2014,9,September,2010
6565,2014-05-01,2014,5,May,2010
6569,2014-08-29,2014,8,August,2010
6593,2014-12-21,2014,12,December,2010
6627,2014-11-05,2014,11,November,2010
6637,2014-03-14,2014,3,March,2010
6705,2014-01-29,2014,1,January,2010
6759,2014-08-11,2014,8,August,2010
6762,2014-06-15,2014,6,June,2010
6767,2014-06-08,2014,6,June,2010
6776,2014-07-21,2014,7,July,2010
6786,2014-09-22,2014,9,September,2010
6794,2014-06-19,2014,6,June,2010
6799,2014-11-16,2014,11,November,2010
6803,2014-02-12,2014,2,February,2010
6835,2014-10-31,2014,10,October,2010
6838,2014-11-12,2014,11,November,2010
6841,2014-04-07,2014,4,April,2010
6848,2014-12-10,2014,12,December,2010
6876,2014-11-30,2014,11,November,2010
6882,2014-01-22,2014,1,January,2010
6885,2014-08-04,2014,8,August,2010
6888,2014-04-25,2014,4,April,2010
6889,2014-03-21,2014,3,March,2010
6892,2014-12-28,2014,12,December,2010
6898,2014-07-07,2014,7,July,2010
6937,2014-01-04,2014,1,January,2010
7006,2014-05-15,2014,5,May,2010
7011,2014-04-14,2014,4,April,2010
7028,2014-07-14,2014,7,July,2010
7033,2014-06-01,2014,6,June,2010
7039,2014-10-24,2014,10,October,2010
7070,2014-12-03,2014,12,December,2010
7075,2014-02-26,2014,2,February,2010
7094,2014-05-26,2014,5,May,2010
7107,2014-01-11,2014,1,January,2010
7125,2014-08-18,2014,8,August,2010
7154,2014-05-08,2014,5,May,2010
7156,2014-10-17,2014,10,October,2010
19,2015-04-18,2015,4,April,2010
27,2015-02-12,2015,2,February,2010
45,2015-08-11,2015,8,August,2010
48,2015-05-02,2015,5,May,2010
49,2015-02-13,2015,2,February,2010
57,2015-08-30,2015,8,August,2010
99,2015-08-12,2015,8,August,2010
101,2015-09-12,2015,9,September,2010
131,2015-02-27,2015,2,February,2010
140,2015-06-01,2015,6,June,2010
194,2015-10-10,2015,10,October,2010
204,2015-05-11,2015,5,May,2010
208,2015-02-04,2015,2,February,2010
246,2015-12-03,2015,12,December,2010
252,2015-06-12,2015,6,June,2010
272,2015-10-08,2015,10,October,2010
311,2015-04-30,2015,4,April,2010
318,2015-08-18,2015,8,August,2010
335,2015-06-08,2015,6,June,2010
357,2015-05-22,2015,5,May,2010
361,2015-06-06,2015,6,June,2010
382,2015-07-03,2015,7,July,2010
392,2015-11-03,2015,11,November,2010
433,2015-03-13,2015,3,March,2010
443,2015-10-01,2015,10,October,2010
446,2015-04-16,2015,4,April,2010
471,2015-06-17,2015,6,June,2010
478,2015-04-17,2015,4,April,2010
481,2015-03-31,2015,3,March,2010
487,2015-03-30,2015,3,March,2010
504,2015-02-11,2015,2,February,2010
517,2015-10-19,2015,10,October,2010
592,2015-05-21,2015,5,May,2010
607,2015-11-04,2015,11,November,2010
616,2015-07-02,2015,7,July,2010
624,2015-10-23,2015,10,October,2010
639,2015-08-10,2015,8,August,2010
671,2015-12-02,2015,12,December,2010
673,2015-08-17,2015,8,August,2010
707,2015-02-25,2015,2,February,2010
737,2015-02-03,2015,2,February,2010
738,2015-09-20,2015,9,September,2010
751,2015-02-22,2015,2,February,2010
792,2015-02-05,2015,2,February,2010
794,2015-08-19,2015,8,August,2010
825,2015-05-27,2015,5,May,2010
828,2015-01-23,2015,1,January,2010
846,2015-10-11,2015,10,October,2010
849,2015-03-06,2015,3,March,2010
853,2015-05-16,2015,5,May,2010
856,2015-10-17,2015,10,October,2010
861,2015-05-19,2015,5,May,2010
878,2015-06-02,2015,6,June,2010
880,2015-10-18,2015,10,October,2010
884,2015-12-28,2015,12,December,2010
910,2015-06-20,2015,6,June,2010
917,2015-09-15,2015,9,September,2010
950,2015-12-15,2015,12,December,2010
959,2015-12-14,2015,12,December,2010
970,2015-03-14,2015,3,March,2010
983,2015-04-01,2015,4,April,2010
995,2015-12-13,2015,12,December,2010
1046,2015-06-03,2015,6,June,2010
1047,2015-08-31,2015,8,August,2010
1053,2015-07-23,2015,7,July,2010
1059,2015-07-06,2015,7,July,2010
1131,2015-09-14,2015,9,September,2010
1138,2015-11-07,2015,11,November,2010
1139,2015-05-09,2015,5,May,2010
1140,2015-12-22,2015,12,December,2010
1141,2015-03-05,2015,3,March,2010
1148,2015-01-20,2015,1,January,2010
1173,2015-05-26,2015,5,May,2010
1187,2015-01-22,2015,1,January,2010
1192,2015-07-16,2015,7,July,2010
1214,2015-11-09,2015,11,November,2010
1228,2015-10-27,2015,10,October,2010
1229,2015-03-22,2015,3,March,2010
1233,2015-03-07,2015,3,March,2010
1247,2015-04-07,2015,4,April,2010
1260,2015-12-20,2015,12,December,2010
1271,2015-08-22,2015,8,August,2010
1274,2015-08-16,2015,8,August,2010
1324,2015-01-09,2015,1,January,2010
1362,2015-02-17,2015,2,February,2010
1364,2015-12-01,2015,12,December,2010
1371,2015-10-04,2015,10,October,2010
1387,2015-03-28,2015,3,March,2010
1394,2015-04-03,2015,4,April,2010
1413,2015-05-15,2015,5,May,2010
1416,2015-05-10,2015,5,May,2010
1422,2015-12-21,2015,12,December,2010
1428,2015-12-23,2015,12,December,2010
1429,2015-05-08,2015,5,May,2010
1451,2015-06-09,2015,6,June,2010
1461,2015-12-04,2015,12,December,2010
1485,2015-09-07,2015,9,September,2010
1491,2015-08-02,2015,8,August,2010
1509,2015-03-04,2015,3,March,2010
1515,2015-08-21,2015,8,August,2010
1524,2015-11-06,2015,11,November,2010
1535,2015-04-08,2015,4,April,2010
1567,2015-08-24,2015,8,August,2010
1572,2015-02-07,2015,2,February,2010
1575,2015-10-12,2015,10,October,2010
1592,2015-02-18,2015,2,February,2010
1599,2015-04-02,2015,4,April,2010
1603,2015-03-09,2015,3,March,2010
1615,2015-05-07,2015,5,May,2010
1649,2015-03-16,2015,3,March,2010
1655,2015-10-05,2015,10,October,2010
1693,2015-05-14,2015,5,May,2010
1715,2015-03-29,2015,3,March,2010
1716,2015-09-29,2015,9,September,2010
1722,2015-09-30,2015,9,September,2010
1747,2015-04-15,2015,4,April,2010
1748,2015-03-15,2015,3,March,2010
1889,2015-10-02,2015,10,October,2010
1897,2015-02-10,2015,2,February,2010
1933,2015-08-14,2015,8,August,2010
1942,2015-07-05,2015,7,July,2010
1973,2015-08-13,2015,8,August,2010
1982,2015-03-20,2015,3,March,2010
1991,2015-08-20,2015,8,August,2010
2007,2015-01-03,2015,1,January,2010
2008,2015-04-09,2015,4,April,2010
2018,2015-08-03,2015,8,August,2010
2077,2015-01-07,2015,1,January,2010
2091,2015-02-02,2015,2,February,2010
2125,2015-02-06,2015,2,February,2010
2132,2015-11-05,2015,11,November,2010
2160,2015-08-07,2015,8,August,2010
2162,2015-05-13,2015,5,May,2010
2166,2015-09-25,2015,9,September,2010
2189,2015-03-26,2015,3,March,2010
2211,2015-07-01,2015,7,July,2010
2228,2015-11-01,2015,11,November,2010
2232,2015-01-11,2015,1,January,2010
2241,2015-03-01,2015,3,March,2010
2259,2015-09-27,2015,9,September,2010
2318,2015-01-06,2015,1,January,2010
2346,2015-07-30,2015,7,July,2010
2369,2015-08-06,2015,8,August,2010
2397,2015-08-04,2015,8,August,2010
2420,2015-09-28,2015,9,September,2010
2438,2015-03-27,2015,3,March,2010
2462,2015-12-16,2015,12,December,2010
2467,2015-01-10,2015,1,January,2010
2501,2015-04-13,2015,4,April,2010
2518,2015-03-02,2015,3,March,2010
2567,2015-12-12,2015,12,December,2010
2592,2015-02-28,2015,2,February,2010
2606,2015-07-24,2015,7,July,2010
2612,2015-05-18,2015,5,May,2010
2648,2015-01-31,2015,1,January,2010
2660,2015-10-16,2015,10,October,2010
2679,2015-03-12,2015,3,March,2010
2738,2015-01-29,2015,1,January,2010
2747,2015-07-25,2015,7,July,2010
2829,2015-12-24,2015,12,December,2010
2855,2015-02-15,2015,2,February,2010
2927,2015-11-30,2015,11,November,2010
2929,2015-06-04,2015,6,June,2010
2960,2015-10-06,2015,10,October,2010
2991,2015-08-05,2015,8,August,2010
2999,2015-05-28,2015,5,May,2010
3007,2015-07-14,2015,7,July,2010
3028,2015-04-24,2015,4,April,2010
3046,2015-10-25,2015,10,October,2010
3058,2015-09-06,2015,9,September,2010
3061,2015-06-29,2015,6,June,2010
3067,2015-06-10,2015,6,June,2010
3088,2015-09-21,2015,9,September,2010
3098,2015-11-24,2015,11,November,2010
3132,2015-07-15,2015,7,July,2010
3136,2015-06-11,2015,6,June,2010
3153,2015-05-25,2015,5,May,2010
3167,2015-01-21,2015,1,January,2010
3185,2015-10-26,2015,10,October,2010
3199,2015-04-25,2015,4,April,2010
3205,2015-09-22,2015,9,September,2010
3235,2015-03-23,2015,3,March,2010
3245,2015-04-10,2015,4,April,2010
3293,2015-09-17,2015,9,September,2010
3339,2015-06-21,2015,6,June,2010
3364,2015-07-13,2015,7,July,2010
3412,2015-11-14,2015,11,November,2010
3463,2015-09-13,2015,9,September,2010
3501,2015-01-28,2015,1,January,2010
3518,2015-01-14,2015,1,January,2010
3519,2015-12-30,2015,12,December,2010
3524,2015-01-13,2015,1,January,2010
3525,2015-12-31,2015,12,December,2010
3603,2015-11-17,2015,11,November,2010
3611,2015-11-16,2015,11,November,2010
3655,2015-12-29,2015,12,December,2010
3656,2015-08-29,2015,8,August,2010
3739,2015-03-03,2015,3,March,2010
3753,2015-09-02,2015,9,September,2010
3781,2015-01-16,2015,1,January,2010
3805,2015-07-10,2015,7,July,2010
3821,2015-11-26,2015,11,November,2010
3836,2015-09-04,2015,9,September,2010
3893,2015-03-24,2015,3,March,2010
3914,2015-09-23,2015,9,September,2010
3926,2015-12-05,2015,12,December,2010
3937,2015-01-05,2015,1,January,2010
3974,2015-04-23,2015,4,April,2010
3986,2015-09-05,2015,9,September,2010
3990,2015-02-20,2015,2,February,2010
4009,2015-11-25,2015,11,November,2010
4057,2015-01-04,2015,1,January,2010
4060,2015-12-06,2015,12,December,2010
4068,2015-04-27,2015,4,April,2010
4092,2015-08-28,2015,8,August,2010
4155,2015-05-03,2015,5,May,2010
4163,2015-11-15,2015,11,November,2010
4212,2015-06-18,2015,6,June,2010
4243,2015-04-20,2015,4,April,2010
4253,2015-01-17,2015,1,January,2010
4276,2015-11-18,2015,11,November,2010
4278,2015-09-03,2015,9,September,2010
4300,2015-07-20,2015,7,July,2010
4342,2015-06-14,2015,6,June,2010
4350,2015-11-11,2015,11,November,2010
4396,2015-01-30,2015,1,January,2010
4403,2015-07-08,2015,7,July,2010
4421,2015-07-07,2015,7,July,2010
4436,2015-07-22,2015,7,July,2010
4438,2015-01-12,2015,1,January,2010
4442,2015-05-20,2015,5,May,2010
4445,2015-01-15,2015,1,January,2010
4547,2015-08-09,2015,8,August,2010
4551,2015-01-18,2015,1,January,2010
4566,2015-04-28,2015,4,April,2010
4583,2015-11-28,2015,11,November,2010
4598,2015-10-31,2015,10,October,2010
4614,2015-07-12,2015,7,July,2010
4642,2015-05-24,2015,5,May,2010
4660,2015-02-19,2015,2,February,2010
4677,2015-12-07,2015,12,December,2010
4681,2015-02-21,2015,2,February,2010
4724,2015-06-25,2015,6,June,2010
4783,2015-06-27,2015,6,June,2010
4813,2015-07-17,2015,7,July,2010
4819,2015-10-09,2015,10,October,2010
4843,2015-06-28,2015,6,June,2010
4880,2015-06-26,2015,6,June,2010
4892,2015-10-28,2015,10,October,2010
4893,2015-11-23,2015,11,November,2010
4917,2015-03-21,2015,3,March,2010
4997,2015-07-27,2015,7,July,2010
4998,2015-09-10,2015,9,September,2010
5007,2015-12-09,2015,12,December,2010
5023,2015-11-29,2015,11,November,2010
5053,2015-07-09,2015,7,July,2010
5072,2015-04-06,2015,4,April,2010
5076,2015-09-24,2015,9,September,2010
5084,2015-10-30,2015,10,October,2010
5111,2015-01-24,2015,1,January,2010
5169,2015-10-29,2015,10,October,2010
5180,2015-07-31,2015,7,July,2010
5255,2015-05-01,2015,5,May,2010
5271,2015-06-19,2015,6,June,2010
5300,2015-06-07,2015,6,June,2010
5324,2015-12-27,2015,12,December,2010
5344,2015-05-31,2015,5,May,2010
5355,2015-02-01,2015,2,February,2010
5357,2015-05-04,2015,5,May,2010
5369,2015-03-10,2015,3,March,2010
5408,2015-10-22,2015,10,October,2010
5435,2015-10-13,2015,10,October,2010
5439,2015-12-17,2015,12,December,2010
5457,2015-08-27,2015,8,August,2010
5470,2015-10-15,2015,10,October,2010
5472,2015-02-26,2015,2,February,2010
5478,2015-03-17,2015,3,March,2010
5501,2015-09-16,2015,9,September,2010
5526,2015-12-10,2015,12,December,2010
5536,2015-08-25,2015,8,August,2010
5585,2015-08-23,2015,8,August,2010
5604,2015-11-10,2015,11,November,2010
5618,2015-03-19,2015,3,March,2010
5638,2015-03-08,2015,3,March,2010
5639,2015-01-02,2015,1,January,2010
5645,2015-11-21,2015,11,November,2010
5677,2015-11-12,2015,11,November,2010
5680,2015-05-06,2015,5,May,2010
5704,2015-07-28,2015,7,July,2010
5735,2015-04-14,2015,4,April,2010
5778,2015-07-26,2015,7,July,2010
5779,2015-12-08,2015,12,December,2010
5849,2015-11-19,2015,11,November,2010
5854,2015-06-22,2015,6,June,2010
5883,2015-09-18,2015,9,September,2010
5897,2015-09-09,2015,9,September,2010
5916,2015-01-27,2015,1,January,2010
5949,2015-07-21,2015,7,July,2010
5981,2015-04-21,2015,4,April,2010
6090,2015-07-19,2015,7,July,2010
6104,2015-05-29,2015,5,May,2010
6106,2015-01-25,2015,1,January,2010
6138,2015-06-24,2015,6,June,2010
6143,2015-06-15,2015,6,June,2010
6226,2015-04-19,2015,4,April,2010
6233,2015-10-20,2015,10,October,2010
6244,2015-02-24,2015,2,February,2010
6248,2015-05-30,2015,5,May,2010
6296,2015-05-12,2015,5,May,2010
6299,2015-10-21,2015,10,October,2010
6317,2015-04-22,2015,4,April,2010
6322,2015-01-08,2015,1,January,2010
6344,2015-06-05,2015,6,June,2010
6351,2015-12-18,2015,12,December,2010
6353,2015-02-23,2015,2,February,2010
6357,2015-06-16,2015,6,June,2010
6380,2015-08-15,2015,8,August,2010
6425,2015-10-14,2015,10,October,2010
6457,2015-02-09,2015,2,February,2010
6469,2015-12-11,2015,12,December,2010
6472,2015-10-07,2015,10,October,2010
6498,2015-03-18,2015,3,March,2010
6516,2015-09-08,2015,9,September,2010
6538,2015-11-20,2015,11,November,2010
6604,2015-04-04,2015,4,April,2010
6671,2015-04-11,2015,4,April,2010
6686,2015-11-02,2015,11,November,2010
6688,2015-09-19,2015,9,September,2010
6691,2015-07-29,2015,7,July,2010
6760,2015-06-30,2015,6,June,2010
6763,2015-02-16,2015,2,February,2010
6772,2015-01-19,2015,1,January,2010
6842,2015-03-11,2015,3,March,2010
6846,2015-07-11,2015,7,July,2010
6849,2015-01-26,2015,1,January,2010
6858,2015-04-29,2015,4,April,2010
6872,2015-09-01,2015,9,September,2010
6938,2015-05-05,2015,5,May,2010
7031,2015-07-04,2015,7,July,2010
7050,2015-03-25,2015,3,March,2010
7051,2015-01-01,2015,1,January,2010
7061,2015-06-23,2015,6,June,2010
7071,2015-11-27,2015,11,November,2010
7085,2015-08-01,2015,8,August,2010
7106,2015-08-08,2015,8,August,2010
7139,2015-08-26,2015,8,August,2010
7146,2015-05-23,2015,5,May,2010
22,2013-03-02,2013,3,March,2010
31,2013-10-24,2013,10,October,2010
65,2013-12-17,2013,12,December,2010
74,2013-06-25,2013,6,June,2010
130,2013-05-08,2013,5,May,2010
170,2013-12-26,2013,12,December,2010
185,2013-06-14,2013,6,June,2010
187,2013-02-25,2013,2,February,2010
201,2013-06-16,2013,6,June,2010
243,2013-12-11,2013,12,December,2010
244,2013-08-24,2013,8,August,2010
281,2013-04-15,2013,4,April,2010
302,2013-03-05,2013,3,March,2010
333,2013-02-14,2013,2,February,2010
391,2013-08-20,2013,8,August,2010
423,2013-03-30,2013,3,March,2010
432,2013-03-04,2013,3,March,2010
439,2013-01-20,2013,1,January,2010
454,2013-06-06,2013,6,June,2010
458,2013-06-24,2013,6,June,2010
459,2013-06-05,2013,6,June,2010
486,2013-08-19,2013,8,August,2010
503,2013-05-05,2013,5,May,2010
513,2013-10-25,2013,10,October,2010
520,2013-08-01,2013,8,August,2010
532,2013-07-12,2013,7,July,2010
568,2013-04-05,2013,4,April,2010
621,2013-08-30,2013,8,August,2010
641,2013-11-24,2013,11,November,2010
657,2013-09-23,2013,9,September,2010
681,2013-06-20,2013,6,June,2010
683,2013-05-09,2013,5,May,2010
690,2013-12-22,2013,12,December,2010
715,2013-12-25,2013,12,December,2010
762,2013-06-15,2013,6,June,2010
783,2013-06-17,2013,6,June,2010
800,2013-08-25,2013,8,August,2010
843,2013-12-10,2013,12,December,2010
848,2013-01-25,2013,1,January,2010
922,2013-11-05,2013,11,November,2010
951,2013-06-08,2013,6,June,2010
956,2013-07-28,2013,7,July,2010
963,2013-06-07,2013,6,June,2010
998,2013-03-19,2013,3,March,2010
1045,2013-04-04,2013,4,April,2010
1078,2013-07-29,2013,7,July,2010
1099,2013-07-30,2013,7,July,2010
1113,2013-06-09,2013,6,June,2010
1161,2013-03-11,2013,3,March,2010
1195,2013-08-26,2013,8,August,2010
1215,2013-08-11,2013,8,August,2010
1232,2013-02-27,2013,2,February,2010
1263,2013-09-25,2013,9,September,2010
1270,2013-12-28,2013,12,December,2010
1290,2013-02-21,2013,2,February,2010
1295,2013-06-03,2013,6,June,2010
1307,2013-10-10,2013,10,October,2010
1310,2013-12-30,2013,12,December,2010
1365,2013-01-24,2013,1,January,2010
1402,2013-08-15,2013,8,August,2010
1462,2013-08-27,2013,8,August,2010
1532,2013-12-08,2013,12,December,2010
1541,2013-08-10,2013,8,August,2010
1542,2013-02-26,2013,2,February,2010
1579,2013-06-02,2013,6,June,2010
1584,2013-12-29,2013,12,December,2010
1588,2013-04-26,2013,4,April,2010
1590,2013-06-13,2013,6,June,2010
1644,2013-07-26,2013,7,July,2010
1653,2013-08-12,2013,8,August,2010
1665,2013-05-27,2013,5,May,2010
1714,2013-11-19,2013,11,November,2010
1737,2013-02-01,2013,2,February,2010
1769,2013-01-18,2013,1,January,2010
1792,2013-01-17,2013,1,January,2010
1815,2013-12-20,2013,12,December,2010
1834,2013-07-10,2013,7,July,2010
1854,2013-11-20,2013,11,November,2010
1881,2013-10-21,2013,10,October,2010
1893,2013-09-19,2013,9,September,2010
1912,2013-12-01,2013,12,December,2010
1951,2013-12-19,2013,12,December,2010
1958,2013-07-11,2013,7,July,2010
1981,2013-03-26,2013,3,March,2010
1992,2013-10-16,2013,10,October,2010
1999,2013-12-09,2013,12,December,2010
2035,2013-11-30,2013,11,November,2010
2044,2013-07-03,2013,7,July,2010
2066,2013-07-22,2013,7,July,2010
2080,2013-01-09,2013,1,January,2010
2081,2013-07-20,2013,7,July,2010
2084,2013-09-27,2013,9,September,2010
2085,2013-01-26,2013,1,January,2010
2101,2013-10-31,2013,10,October,2010
2102,2013-04-30,2013,4,April,2010
2117,2013-09-29,2013,9,September,2010
2127,2013-12-05,2013,12,December,2010
2128,2013-04-02,2013,4,April,2010
2142,2013-05-26,2013,5,May,2010
2164,2013-08-13,2013,8,August,2010
2177,2013-03-07,2013,3,March,2010
2195,2013-07-18,2013,7,July,2010
2206,2013-07-16,2013,7,July,2010
2207,2013-08-22,2013,8,August,2010
2250,2013-06-01,2013,6,June,2010
2254,2013-02-12,2013,2,February,2010
2267,2013-12-12,2013,12,December,2010
2289,2013-03-29,2013,3,March,2010
2308,2013-07-04,2013,7,July,2010
2323,2013-10-15,2013,10,October,2010
2326,2013-01-10,2013,1,January,2010
2327,2013-02-24,2013,2,February,2010
2337,2013-04-29,2013,4,April,2010
2353,2013-10-30,2013,10,October,2010
2357,2013-11-27,2013,11,November,2010
2358,2013-01-27,2013,1,January,2010
2363,2013-05-31,2013,5,May,2010
2381,2013-04-14,2013,4,April,2010
2384,2013-01-08,2013,1,January,2010
2408,2013-02-20,2013,2,February,2010
2409,2013-09-16,2013,9,September,2010
2411,2013-07-15,2013,7,July,2010
2422,2013-01-30,2013,1,January,2010
2427,2013-09-30,2013,9,September,2010
2487,2013-12-04,2013,12,December,2010
2496,2013-10-29,2013,10,October,2010
2526,2013-02-13,2013,2,February,2010
2539,2013-04-08,2013,4,April,2010
2550,2013-09-20,2013,9,September,2010
2561,2013-12-18,2013,12,December,2010
2563,2013-11-02,2013,11,November,2010
2569,2013-10-07,2013,10,October,2010
2570,2013-02-17,2013,2,February,2010
2589,2013-03-18,2013,3,March,2010
2595,2013-10-08,2013,10,October,2010
2640,2013-08-16,2013,8,August,2010
2645,2013-11-21,2013,11,November,2010
2743,2013-09-17,2013,9,September,2010
2752,2013-07-27,2013,7,July,2010
2756,2013-04-06,2013,4,April,2010
2779,2013-04-03,2013,4,April,2010
2780,2013-01-03,2013,1,January,2010
2781,2013-09-18,2013,9,September,2010
2783,2013-12-03,2013,12,December,2010
2785,2013-11-22,2013,11,November,2010
2794,2013-08-17,2013,8,August,2010
2823,2013-05-21,2013,5,May,2010
2861,2013-02-19,2013,2,February,2010
2883,2013-09-08,2013,9,September,2010
2893,2013-01-22,2013,1,January,2010
2905,2013-04-09,2013,4,April,2010
2912,2013-05-28,2013,5,May,2010
2920,2013-10-01,2013,10,October,2010
3015,2013-05-30,2013,5,May,2010
3024,2013-02-08,2013,2,February,2010
3074,2013-11-11,2013,11,November,2010
3109,2013-02-07,2013,2,February,2010
3165,2013-02-09,2013,2,February,2010
3176,2013-09-09,2013,9,September,2010
3190,2013-06-30,2013,6,June,2010
3212,2013-07-02,2013,7,July,2010
3234,2013-11-12,2013,11,November,2010
3286,2013-05-20,2013,5,May,2010
3291,2013-08-05,2013,8,August,2010
3296,2013-01-16,2013,1,January,2010
3324,2013-05-02,2013,5,May,2010
3330,2013-07-08,2013,7,July,2010
3344,2013-01-23,2013,1,January,2010
3350,2013-08-23,2013,8,August,2010
3355,2013-11-10,2013,11,November,2010
3398,2013-02-16,2013,2,February,2010
3419,2013-08-02,2013,8,August,2010
3445,2013-01-19,2013,1,January,2010
3467,2013-09-01,2013,9,September,2010
3484,2013-01-02,2013,1,January,2010
3489,2013-01-01,2013,1,January,2010
3510,2013-04-22,2013,4,April,2010
3517,2013-04-23,2013,4,April,2010
3520,2013-06-23,2013,6,June,2010
3539,2013-12-02,2013,12,December,2010
3566,2013-10-06,2013,10,October,2010
3569,2013-10-23,2013,10,October,2010
3572,2013-02-15,2013,2,February,2010
3595,2013-08-18,2013,8,August,2010
3648,2013-09-03,2013,9,September,2010
3660,2013-06-22,2013,6,June,2010
3709,2013-09-04,2013,9,September,2010
3751,2013-10-03,2013,10,October,2010
3755,2013-11-07,2013,11,November,2010
3792,2013-04-11,2013,4,April,2010
3803,2013-09-06,2013,9,September,2010
3825,2013-05-13,2013,5,May,2010
3841,2013-03-09,2013,3,March,2010
3859,2013-09-12,2013,9,September,2010
3895,2013-01-11,2013,1,January,2010
3899,2013-07-05,2013,7,July,2010
3901,2013-05-15,2013,5,May,2010
3919,2013-11-13,2013,11,November,2010
3981,2013-10-13,2013,10,October,2010
4001,2013-09-26,2013,9,September,2010
4024,2013-11-29,2013,11,November,2010
4034,2013-11-14,2013,11,November,2010
4051,2013-07-19,2013,7,July,2010
4058,2013-05-14,2013,5,May,2010
4077,2013-03-12,2013,3,March,2010
4095,2013-10-22,2013,10,October,2010
4097,2013-11-06,2013,11,November,2010
4121,2013-11-03,2013,11,November,2010
4127,2013-09-02,2013,9,September,2010
4175,2013-05-23,2013,5,May,2010
4214,2013-02-02,2013,2,February,2010
4257,2013-10-04,2013,10,October,2010
4260,2013-07-01,2013,7,July,2010
4273,2013-03-22,2013,3,March,2010
4293,2013-03-08,2013,3,March,2010
4296,2013-06-27,2013,6,June,2010
4325,2013-11-17,2013,11,November,2010
4332,2013-09-05,2013,9,September,2010
4356,2013-02-06,2013,2,February,2010
4361,2013-10-11,2013,10,October,2010
4373,2013-11-04,2013,11,November,2010
4384,2013-04-21,2013,4,April,2010
4460,2013-04-20,2013,4,April,2010
4463,2013-03-20,2013,3,March,2010
4493,2013-05-22,2013,5,May,2010
4500,2013-05-07,2013,5,May,2010
4512,2013-02-18,2013,2,February,2010
4518,2013-05-19,2013,5,May,2010
4552,2013-05-17,2013,5,May,2010
4559,2013-07-09,2013,7,July,2010
4617,2013-01-15,2013,1,January,2010
4627,2013-12-07,2013,12,December,2010
4639,2013-06-12,2013,6,June,2010
4655,2013-11-28,2013,11,November,2010
4684,2013-01-28,2013,1,January,2010
4690,2013-10-14,2013,10,October,2010
4743,2013-08-09,2013,8,August,2010
4773,2013-03-28,2013,3,March,2010
4877,2013-03-27,2013,3,March,2010
4886,2013-04-12,2013,4,April,2010
4890,2013-08-08,2013,8,August,2010
4898,2013-09-11,2013,9,September,2010
4911,2013-03-10,2013,3,March,2010
4916,2013-05-16,2013,5,May,2010
